name,model,tree_length
ENSG00000105668_AA,FLU+F,0.801
ENSG00000088899_AA,Poisson+F,0.239
ENSG00000155744_AA,WAG+F,0.319
ENSG00000136485_AA,FLU+F,0.006
ENSG00000141646_AA,WAG+F,0.047
ENSG00000263042_AA,WAG+F+G,2.285
ENSG00000161057_AA,LG+F+G,0.019
ENSG00000167378_AA,LG+F,1.152
ENSG00000085999_AA,FLU+F+G,0.498
ENSG00000177096_AA,LG+F,1.364
ENSG00000005073_AA,JTT+F,0.172
ENSG00000163053_AA,JTT+F,0.874
ENSG00000111229_AA,Poisson+F,0.198
ENSG00000155511_AA,JTT+F,0.081
ENSG00000162753_AA,WAG+F,2.027
ENSG00000166908_AA,WAG+F,0.256
ENSG00000115590_AA,FLU+F,2.475
ENSG00000137801_AA,JTT+F+G,0.344
ENSG00000172466_AA,JTT+F+G,0.278
ENSG00000156738_AA,LG+F+G,2.006
ENSG00000136824_AA,FLU+F,0.482
ENSG00000129696_AA,FLU+F,1.786
ENSG00000122367_AA,LG+F+G,0.834
ENSG00000010671_AA,WAG+F,0.148
ENSG00000000003_AA,Poisson+F,0.612
ENSG00000140749_AA,FLU+F,2.516
ENSG00000153976_AA,Poisson+F,0.740
ENSG00000099337_AA,FLU+F,1.405
ENSG00000127472_AA,JTT+F,1.994
ENSG00000176399_AA,Poisson+F+G,1.850
ENSG00000011454_AA,Poisson+F,0.154
ENSG00000141446_AA,JTT+F,1.214
ENSG00000161813_AA,Poisson+F,1.011
ENSG00000163006_AA,JTT+F,1.285
ENSG00000185760_AA,WAG+F+G,0.426
ENSG00000085274_AA,FLU+F+G,0.413
ENSG00000091844_AA,LG+F,0.291
ENSG00000118689_AA,Poisson+F+G,0.364
ENSG00000166159_AA,FLU+F,0.617
ENSG00000132680_AA,FLU+F,0.213
ENSG00000170271_AA,Poisson+F+G,1.959
ENSG00000146828_AA,LG+F+G,0.468
ENSG00000166503_AA,WAG+F,0.193
ENSG00000263290_AA,WAG+F,0.492
ENSG00000072415_AA,WAG+F,0.190
ENSG00000089597_AA,JTT+F+G,0.670
ENSG00000182704_AA,Poisson+F+G,1.381
ENSG00000132518_AA,Poisson+F,0.975
ENSG00000137575_AA,WAG+F,0.560
ENSG00000141012_AA,JTT+F+G,1.020
ENSG00000152795_AA,LG+F+G,0.626
ENSG00000120705_AA,Poisson+F,0.142
ENSG00000100764_AA,WAG+F+G,0.034
ENSG00000165282_AA,FLU+F+G,1.044
ENSG00000254087_AA,JTT+F,0.208
ENSG00000108671_AA,LG+F+G,0.020
ENSG00000089116_AA,LG+F,0.121
ENSG00000255587_AA,JTT+F,1.177
ENSG00000135446_AA,FLU+F+G,0.256
ENSG00000108349_AA,Poisson+F+G,0.579
ENSG00000213593_AA,WAG+F+G,0.523
ENSG00000145936_AA,Poisson+F+G,1.262
ENSG00000262277_AA,LG+F,0.527
ENSG00000183978_AA,JTT+F+G,1.231
ENSG00000122122_AA,WAG+F,0.502
ENSG00000141968_AA,Poisson+F,0.372
ENSG00000101438_AA,FLU+F,0.086
ENSG00000176974_AA,LG+F,0.670
ENSG00000068489_AA,Poisson+F+G,2.076
ENSG00000145416_AA,WAG+F,1.186
ENSG00000163636_AA,LG+F+G,0.395
ENSG00000145321_AA,JTT+F+G,1.575
ENSG00000133884_AA,Poisson+F,0.050
ENSG00000148690_AA,JTT+F+G,0.833
ENSG00000100138_AA,FLU+F,0.016
ENSG00000088387_AA,LG+F+G,0.315
ENSG00000196262_AA,FLU+F,0.752
ENSG00000179636_AA,Poisson+F,0.875
ENSG00000152766_AA,JTT+F+G,1.290
ENSG00000181789_AA,JTT+F+G,0.192
ENSG00000093183_AA,WAG+F,0.963
ENSG00000104442_AA,WAG+F+G,0.163
ENSG00000243678_AA,Poisson+F+G,0.747
ENSG00000135596_AA,LG+F,1.189
ENSG00000198689_AA,FLU+F,0.205
ENSG00000166603_AA,WAG+F+G,0.499
ENSG00000167528_AA,JTT+F+G,0.646
ENSG00000178997_AA,Poisson+F,1.418
ENSG00000074660_AA,LG+F,1.769
ENSG00000136541_AA,JTT+F+G,2.117
ENSG00000113851_AA,JTT+F,0.337
ENSG00000173926_AA,JTT+F+G,0.141
ENSG00000100949_AA,Poisson+F+G,0.633
ENSG00000109475_AA,JTT+F+G,0.053
ENSG00000124813_AA,JTT+F,0.127
ENSG00000060688_AA,FLU+F,0.169
ENSG00000066427_AA,WAG+F+G,1.131
ENSG00000065989_AA,WAG+F,0.545
ENSG00000111877_AA,LG+F+G,1.779
ENSG00000162894_AA,WAG+F+G,3.138
ENSG00000148498_AA,FLU+F,0.522
ENSG00000147573_AA,FLU+F,0.793
ENSG00000197563_AA,JTT+F+G,1.302
ENSG00000113583_AA,JTT+F+G,1.728
ENSG00000221813_AA,LG+F,0.959
ENSG00000101342_AA,LG+F+G,1.162
ENSG00000109743_AA,FLU+F,1.760
ENSG00000108375_AA,Poisson+F,1.017
ENSG00000171303_AA,Poisson+F,0.294
ENSG00000107581_AA,LG+F,0.269
ENSG00000258818_AA,Poisson+F,1.546
ENSG00000151718_AA,WAG+F+G,1.013
ENSG00000063587_AA,LG+F,1.033
ENSG00000040531_AA,Poisson+F+G,1.386
ENSG00000156970_AA,JTT+F,1.153
ENSG00000100170_AA,Poisson+F+G,1.243
ENSG00000121931_AA,WAG+F+G,1.727
ENSG00000260716_AA,LG+F,1.542
ENSG00000187783_AA,Poisson+F+G,1.537
ENSG00000102452_AA,FLU+F,0.080
ENSG00000128791_AA,JTT+F+G,0.393
ENSG00000124067_AA,FLU+F+G,0.319
ENSG00000147526_AA,FLU+F,1.402
ENSG00000164466_AA,FLU+F,0.493
ENSG00000204842_AA,Poisson+F+G,0.351
ENSG00000173068_AA,FLU+F+G,0.257
ENSG00000156564_AA,LG+F+G,0.378
ENSG00000213699_AA,WAG+F,0.586
ENSG00000103152_AA,FLU+F,1.300
ENSG00000111229_AA,FLU+F+G,0.204
ENSG00000100138_AA,WAG+F+G,0.016
ENSG00000168564_AA,LG+F+G,0.955
ENSG00000178971_AA,Poisson+F,1.839
ENSG00000125835_AA,Poisson+F+G,0.176
ENSG00000168003_AA,WAG+F+G,1.964
ENSG00000072657_AA,JTT+F+G,0.380
ENSG00000135363_AA,WAG+F+G,0.190
ENSG00000108176_AA,Poisson+F,1.329
ENSG00000075089_AA,JTT+F+G,0.066
ENSG00000095787_AA,LG+F+G,0.256
ENSG00000147509_AA,Poisson+F+G,1.664
ENSG00000168434_AA,LG+F+G,0.639
ENSG00000171100_AA,Poisson+F,0.487
ENSG00000065923_AA,WAG+F,0.245
ENSG00000206422_AA,LG+F,1.052
ENSG00000034693_AA,FLU+F+G,0.371
ENSG00000064042_AA,FLU+F+G,1.488
ENSG00000085741_AA,JTT+F,0.171
ENSG00000187522_AA,LG+F+G,0.537
ENSG00000163002_AA,LG+F,0.333
ENSG00000261750_AA,WAG+F,0.019
ENSG00000142507_AA,LG+F+G,0.453
ENSG00000146859_AA,Poisson+F+G,2.705
ENSG00000107758_AA,WAG+F,0.047
ENSG00000130340_AA,FLU+F,0.454
ENSG00000069966_AA,Poisson+F,0.130
ENSG00000146085_AA,JTT+F+G,0.482
ENSG00000165349_AA,LG+F,1.388
ENSG00000143776_AA,FLU+F,0.261
ENSG00000147383_AA,JTT+F,1.071
ENSG00000105135_AA,JTT+F+G,0.936
ENSG00000105996_AA,LG+F,0.222
ENSG00000174175_AA,Poisson+F,2.071
ENSG00000171860_AA,WAG+F,2.452
ENSG00000120533_AA,Poisson+F+G,0.177
ENSG00000143379_AA,WAG+F,0.391
ENSG00000119523_AA,WAG+F+G,1.074
ENSG00000119411_AA,FLU+F,1.097
ENSG00000163909_AA,FLU+F+G,1.380
ENSG00000115271_AA,LG+F+G,1.339
ENSG00000143258_AA,Poisson+F,0.271
ENSG00000163870_AA,WAG+F+G,0.625
ENSG00000124217_AA,FLU+F,0.986
ENSG00000153574_AA,LG+F,0.654
ENSG00000077935_AA,LG+F,1.013
ENSG00000138772_AA,Poisson+F+G,1.110
ENSG00000214513_AA,Poisson+F+G,2.224
ENSG00000137168_AA,LG+F,0.092
ENSG00000105948_AA,WAG+F,0.176
ENSG00000181938_AA,Poisson+F+G,0.830
ENSG00000123353_AA,WAG+F,0.326
ENSG00000205531_AA,WAG+F+G,0.437
ENSG00000137251_AA,WAG+F,1.057
ENSG00000104812_AA,FLU+F,0.183
ENSG00000101349_AA,FLU+F,0.425
ENSG00000136842_AA,LG+F+G,0.208
ENSG00000083123_AA,WAG+F+G,0.561
ENSG00000266641_AA,FLU+F,0.086
ENSG00000258728_AA,FLU+F+G,1.001
ENSG00000167986_AA,JTT+F,0.031
ENSG00000100417_AA,LG+F,0.222
ENSG00000097007_AA,FLU+F,0.648
ENSG00000171208_AA,Poisson+F+G,0.336
ENSG00000183111_AA,FLU+F,1.327
ENSG00000067992_AA,JTT+F,0.202
ENSG00000122406_AA,JTT+F,0.304
ENSG00000136504_AA,JTT+F,0.048
ENSG00000170876_AA,LG+F,0.587
ENSG00000133704_AA,WAG+F+G,0.339
ENSG00000073464_AA,JTT+F,0.160
ENSG00000168785_AA,LG+F+G,0.016
ENSG00000196782_AA,Poisson+F+G,0.716
ENSG00000171551_AA,LG+F+G,0.332
ENSG00000072364_AA,WAG+F,0.319
ENSG00000166272_AA,WAG+F,0.737
ENSG00000137204_AA,WAG+F,1.366
ENSG00000131773_AA,LG+F,0.319
ENSG00000100888_AA,WAG+F+G,0.187
ENSG00000100246_AA,WAG+F,0.223
ENSG00000133805_AA,FLU+F,0.424
ENSG00000167772_AA,WAG+F,1.227
ENSG00000145332_AA,WAG+F,0.271
ENSG00000142224_AA,WAG+F+G,2.584
ENSG00000128833_AA,LG+F,0.699
ENSG00000112599_AA,FLU+F+G,0.917
ENSG00000162873_AA,FLU+F,0.410
ENSG00000114115_AA,JTT+F+G,0.799
ENSG00000154548_AA,JTT+F+G,0.276
ENSG00000172845_AA,WAG+F+G,0.155
ENSG00000163788_AA,JTT+F,0.333
ENSG00000178761_AA,JTT+F,1.176
ENSG00000138821_AA,Poisson+F+G,0.757
ENSG00000136709_AA,JTT+F+G,0.163
ENSG00000067533_AA,JTT+F,1.488
ENSG00000151065_AA,JTT+F,1.602
ENSG00000028203_AA,JTT+F,0.884
ENSG00000141449_AA,Poisson+F+G,0.514
ENSG00000173273_AA,LG+F,0.120
ENSG00000126456_AA,WAG+F,1.859
ENSG00000144567_AA,FLU+F+G,0.742
ENSG00000156876_AA,WAG+F+G,0.925
ENSG00000146416_AA,Poisson+F,0.393
ENSG00000171174_AA,LG+F+G,1.159
ENSG00000171729_AA,FLU+F+G,1.263
ENSG00000172171_AA,Poisson+F,1.737
ENSG00000126603_AA,JTT+F,0.449
ENSG00000172461_AA,LG+F,0.133
ENSG00000105325_AA,Poisson+F+G,0.152
ENSG00000131374_AA,FLU+F+G,0.655
ENSG00000130813_AA,Poisson+F,0.471
ENSG00000158008_AA,JTT+F+G,1.740
ENSG00000112280_AA,Poisson+F,0.621
ENSG00000139445_AA,JTT+F,1.130
ENSG00000013306_AA,LG+F+G,0.870
ENSG00000145198_AA,JTT+F,0.948
ENSG00000111641_AA,JTT+F,1.220
ENSG00000198793_AA,JTT+F+G,0.071
ENSG00000130150_AA,LG+F+G,0.856
ENSG00000168269_AA,FLU+F,1.036
ENSG00000173083_AA,JTT+F+G,1.538
ENSG00000156508_AA,Poisson+F+G,0.339
ENSG00000122971_AA,LG+F+G,0.946
ENSG00000126602_AA,LG+F+G,1.056
ENSG00000188807_AA,Poisson+F,1.013
ENSG00000085719_AA,WAG+F+G,0.466
ENSG00000139645_AA,WAG+F,0.056
ENSG00000110090_AA,FLU+F+G,1.146
ENSG00000180881_AA,JTT+F+G,2.018
ENSG00000104419_AA,FLU+F,0.323
ENSG00000248712_AA,JTT+F+G,2.597
ENSG00000134200_AA,JTT+F+G,1.188
ENSG00000221996_AA,Poisson+F+G,2.402
ENSG00000087884_AA,FLU+F+G,1.024
ENSG00000233813_AA,FLU+F+G,1.597
ENSG00000059573_AA,Poisson+F+G,0.296
ENSG00000106809_AA,Poisson+F+G,0.916
ENSG00000164535_AA,Poisson+F+G,1.373
ENSG00000099810_AA,Poisson+F,0.438
ENSG00000003137_AA,LG+F,0.163
ENSG00000134215_AA,JTT+F+G,0.375
ENSG00000167131_AA,LG+F,1.601
ENSG00000087299_AA,LG+F+G,1.155
ENSG00000135052_AA,FLU+F+G,2.532
ENSG00000170786_AA,LG+F,1.820
ENSG00000011600_AA,JTT+F,1.222
ENSG00000117174_AA,JTT+F+G,1.882
ENSG00000160714_AA,FLU+F,0.112
ENSG00000171169_AA,LG+F,0.350
ENSG00000156256_AA,FLU+F,0.808
ENSG00000164169_AA,LG+F,0.866
ENSG00000146955_AA,WAG+F,0.875
ENSG00000169740_AA,Poisson+F+G,0.273
ENSG00000111481_AA,WAG+F+G,0.023
ENSG00000089902_AA,LG+F,0.292
ENSG00000178691_AA,JTT+F+G,0.140
ENSG00000242732_AA,WAG+F,1.245
ENSG00000100399_AA,Poisson+F,1.274
ENSG00000100526_AA,JTT+F+G,0.688
ENSG00000146416_AA,LG+F,0.396
ENSG00000162772_AA,JTT+F+G,0.170
ENSG00000136877_AA,LG+F,1.219
ENSG00000113851_AA,LG+F,0.337
ENSG00000164292_AA,WAG+F+G,0.356
ENSG00000184307_AA,Poisson+F,0.805
ENSG00000171824_AA,WAG+F+G,0.912
ENSG00000138180_AA,LG+F,1.186
ENSG00000257365_AA,WAG+F,0.278
ENSG00000162772_AA,LG+F,0.158
ENSG00000110900_AA,LG+F+G,1.305
ENSG00000198919_AA,Poisson+F+G,0.995
ENSG00000127337_AA,WAG+F+G,0.037
ENSG00000030419_AA,LG+F,0.124
ENSG00000123496_AA,Poisson+F,2.208
ENSG00000160741_AA,FLU+F,0.740
ENSG00000157703_AA,FLU+F,0.741
ENSG00000196199_AA,WAG+F+G,1.544
ENSG00000145365_AA,Poisson+F,1.876
ENSG00000162068_AA,LG+F+G,0.810
ENSG00000139278_AA,Poisson+F+G,2.452
ENSG00000158195_AA,LG+F+G,0.810
ENSG00000112078_AA,JTT+F,0.526
ENSG00000160255_AA,Poisson+F,1.383
ENSG00000168229_AA,Poisson+F+G,1.651
ENSG00000166454_AA,JTT+F+G,1.287
ENSG00000140835_AA,FLU+F+G,2.116
ENSG00000155893_AA,Poisson+F,0.821
ENSG00000014257_AA,FLU+F+G,1.757
ENSG00000105447_AA,FLU+F+G,0.705
ENSG00000165097_AA,Poisson+F+G,0.478
ENSG00000134697_AA,JTT+F,0.694
ENSG00000185883_AA,WAG+F,0.542
ENSG00000121039_AA,Poisson+F+G,0.064
ENSG00000130770_AA,WAG+F+G,2.759
ENSG00000085978_AA,WAG+F+G,0.447
ENSG00000113578_AA,JTT+F,0.343
ENSG00000170049_AA,WAG+F,0.481
ENSG00000152409_AA,WAG+F,0.685
ENSG00000041802_AA,Poisson+F+G,1.327
ENSG00000080298_AA,JTT+F+G,0.083
ENSG00000257365_AA,WAG+F+G,0.301
ENSG00000080166_AA,JTT+F,1.086
ENSG00000118496_AA,WAG+F,0.639
ENSG00000105254_AA,LG+F,0.628
ENSG00000115468_AA,JTT+F+G,1.171
ENSG00000095564_AA,JTT+F,0.202
ENSG00000181472_AA,JTT+F,0.269
ENSG00000107815_AA,JTT+F+G,0.858
ENSG00000146151_AA,FLU+F,0.579
ENSG00000167910_AA,Poisson+F+G,1.178
ENSG00000119938_AA,FLU+F,0.781
ENSG00000187288_AA,FLU+F+G,1.855
ENSG00000082146_AA,Poisson+F,0.686
ENSG00000165023_AA,Poisson+F,0.126
ENSG00000102871_AA,Poisson+F,1.309
ENSG00000107485_AA,JTT+F,0.289
ENSG00000109107_AA,FLU+F+G,0.188
ENSG00000047410_AA,FLU+F,0.292
ENSG00000204120_AA,FLU+F+G,0.454
ENSG00000102974_AA,FLU+F+G,0.082
ENSG00000149403_AA,LG+F,0.141
ENSG00000135722_AA,LG+F,1.607
ENSG00000175183_AA,FLU+F+G,0.407
ENSG00000117528_AA,WAG+F,0.398
ENSG00000184611_AA,LG+F+G,0.381
ENSG00000145817_AA,LG+F+G,0.457
ENSG00000080823_AA,Poisson+F+G,1.791
ENSG00000163946_AA,Poisson+F+G,1.021
ENSG00000110851_AA,Poisson+F,0.282
ENSG00000260324_AA,LG+F,1.974
ENSG00000102984_AA,FLU+F,0.182
ENSG00000152133_AA,Poisson+F,0.807
ENSG00000023516_AA,LG+F+G,1.907
ENSG00000262909_AA,JTT+F+G,0.045
ENSG00000132300_AA,FLU+F+G,2.005
ENSG00000188086_AA,JTT+F+G,2.759
ENSG00000179542_AA,Poisson+F+G,0.224
ENSG00000128513_AA,Poisson+F+G,1.254
ENSG00000119396_AA,JTT+F,0.005
ENSG00000166454_AA,Poisson+F,1.169
ENSG00000185087_AA,FLU+F,1.427
ENSG00000175826_AA,FLU+F+G,0.131
ENSG00000101310_AA,Poisson+F+G,0.318
ENSG00000163655_AA,JTT+F,0.188
ENSG00000104361_AA,JTT+F,1.086
ENSG00000136878_AA,JTT+F,0.583
ENSG00000132623_AA,JTT+F,1.134
ENSG00000160285_AA,FLU+F+G,1.516
ENSG00000152779_AA,WAG+F+G,0.824
ENSG00000139567_AA,JTT+F,0.790
ENSG00000170426_AA,LG+F+G,1.031
ENSG00000141040_AA,WAG+F,0.793
ENSG00000104129_AA,LG+F+G,1.081
ENSG00000126254_AA,JTT+F+G,0.186
ENSG00000250305_AA,LG+F+G,1.931
ENSG00000166224_AA,LG+F+G,0.814
ENSG00000177606_AA,Poisson+F,0.260
ENSG00000108039_AA,LG+F,0.331
ENSG00000145247_AA,FLU+F+G,0.879
ENSG00000172732_AA,LG+F+G,1.387
ENSG00000138032_AA,JTT+F,0.363
ENSG00000172673_AA,Poisson+F,1.153
ENSG00000096080_AA,WAG+F,1.292
ENSG00000113838_AA,WAG+F+G,0.865
ENSG00000101445_AA,WAG+F+G,0.285
ENSG00000178741_AA,Poisson+F+G,1.235
ENSG00000132676_AA,JTT+F,1.284
ENSG00000141580_AA,LG+F,0.288
ENSG00000204859_AA,Poisson+F,0.620
ENSG00000183862_AA,WAG+F,0.444
ENSG00000082213_AA,LG+F+G,1.380
ENSG00000166311_AA,LG+F,1.007
ENSG00000183150_AA,JTT+F+G,0.953
ENSG00000162300_AA,JTT+F,0.623
ENSG00000144837_AA,WAG+F+G,1.516
ENSG00000081803_AA,WAG+F+G,0.266
ENSG00000163611_AA,WAG+F+G,1.716
ENSG00000154642_AA,JTT+F,1.047
ENSG00000079691_AA,Poisson+F+G,0.936
ENSG00000110063_AA,WAG+F,0.985
ENSG00000132423_AA,WAG+F,1.437
ENSG00000128590_AA,FLU+F,0.377
ENSG00000140326_AA,JTT+F+G,0.757
ENSG00000077942_AA,FLU+F+G,0.977
ENSG00000141161_AA,FLU+F+G,0.428
ENSG00000179912_AA,FLU+F,0.325
ENSG00000229802_AA,WAG+F,0.676
ENSG00000174243_AA,WAG+F+G,0.230
ENSG00000161850_AA,Poisson+F+G,1.346
ENSG00000139767_AA,WAG+F,0.812
ENSG00000076043_AA,WAG+F,0.210
ENSG00000101294_AA,FLU+F,0.251
ENSG00000169813_AA,Poisson+F+G,0.186
ENSG00000099194_AA,WAG+F,1.153
ENSG00000101464_AA,JTT+F,0.225
ENSG00000165152_AA,FLU+F+G,0.224
ENSG00000198874_AA,WAG+F,1.267
ENSG00000184454_AA,WAG+F+G,1.424
ENSG00000125691_AA,Poisson+F,0.000
ENSG00000128951_AA,LG+F,1.185
ENSG00000182533_AA,FLU+F,0.304
ENSG00000164300_AA,JTT+F+G,1.281
ENSG00000132031_AA,WAG+F+G,1.157
ENSG00000196431_AA,FLU+F,0.544
ENSG00000241878_AA,FLU+F,0.611
ENSG00000214655_AA,FLU+F,0.162
ENSG00000108846_AA,FLU+F+G,1.818
ENSG00000144115_AA,Poisson+F+G,1.406
ENSG00000121753_AA,Poisson+F+G,0.268
ENSG00000128309_AA,Poisson+F,1.177
ENSG00000182749_AA,LG+F+G,1.006
ENSG00000198860_AA,WAG+F+G,0.666
ENSG00000101367_AA,LG+F,0.345
ENSG00000198821_AA,WAG+F,1.256
ENSG00000148841_AA,LG+F+G,1.354
ENSG00000172007_AA,JTT+F,0.328
ENSG00000039123_AA,Poisson+F,0.142
ENSG00000008283_AA,Poisson+F+G,1.096
ENSG00000157540_AA,Poisson+F,0.067
ENSG00000128908_AA,LG+F+G,0.173
ENSG00000103035_AA,FLU+F+G,0.114
ENSG00000198919_AA,FLU+F+G,1.078
ENSG00000154143_AA,WAG+F+G,0.805
ENSG00000100575_AA,LG+F,0.317
ENSG00000116786_AA,LG+F+G,0.881
ENSG00000162972_AA,LG+F+G,1.684
ENSG00000262599_AA,FLU+F,0.227
ENSG00000139842_AA,WAG+F+G,0.421
ENSG00000165914_AA,LG+F,0.202
ENSG00000151748_AA,FLU+F,0.338
ENSG00000129460_AA,WAG+F,0.599
ENSG00000176853_AA,FLU+F,0.417
ENSG00000143256_AA,Poisson+F+G,0.266
ENSG00000100982_AA,Poisson+F+G,0.271
ENSG00000100364_AA,WAG+F,0.376
ENSG00000112578_AA,WAG+F+G,0.661
ENSG00000112902_AA,WAG+F,0.464
ENSG00000114098_AA,JTT+F+G,0.057
ENSG00000021355_AA,FLU+F,1.953
ENSG00000126003_AA,Poisson+F,0.153
ENSG00000117280_AA,Poisson+F+G,0.439
ENSG00000144649_AA,JTT+F+G,2.220
ENSG00000080815_AA,LG+F,0.427
ENSG00000112414_AA,FLU+F+G,1.137
ENSG00000168952_AA,FLU+F+G,0.090
ENSG00000181472_AA,LG+F,0.269
ENSG00000164897_AA,LG+F+G,0.732
ENSG00000029993_AA,FLU+F+G,0.364
ENSG00000258555_AA,WAG+F,0.409
ENSG00000156804_AA,Poisson+F,0.214
ENSG00000169592_AA,Poisson+F+G,0.296
ENSG00000166128_AA,LG+F+G,0.105
ENSG00000104375_AA,LG+F+G,0.147
ENSG00000131097_AA,LG+F,1.161
ENSG00000221986_AA,JTT+F,1.056
ENSG00000095015_AA,WAG+F,0.490
ENSG00000021574_AA,WAG+F+G,0.517
ENSG00000164961_AA,Poisson+F,0.213
ENSG00000105053_AA,FLU+F+G,2.356
ENSG00000161395_AA,JTT+F,0.765
ENSG00000186714_AA,WAG+F+G,2.488
ENSG00000247746_AA,WAG+F,1.554
ENSG00000112759_AA,Poisson+F,1.288
ENSG00000021300_AA,FLU+F,0.491
ENSG00000175785_AA,Poisson+F+G,0.592
ENSG00000143921_AA,WAG+F,1.212
ENSG00000117560_AA,JTT+F+G,1.423
ENSG00000167925_AA,LG+F,1.820
ENSG00000174963_AA,WAG+F,0.689
ENSG00000141644_AA,WAG+F+G,1.526
ENSG00000143387_AA,Poisson+F,0.550
ENSG00000131914_AA,FLU+F+G,0.414
ENSG00000121690_AA,LG+F+G,0.897
ENSG00000123405_AA,WAG+F+G,0.801
ENSG00000213339_AA,LG+F+G,0.722
ENSG00000103356_AA,LG+F,1.099
ENSG00000134042_AA,WAG+F+G,1.767
ENSG00000055917_AA,FLU+F+G,0.110
ENSG00000137101_AA,Poisson+F+G,3.729
ENSG00000180730_AA,LG+F,0.596
ENSG00000009830_AA,JTT+F+G,0.806
ENSG00000162366_AA,JTT+F+G,1.649
ENSG00000158769_AA,JTT+F,1.632
ENSG00000144824_AA,Poisson+F,0.721
ENSG00000134057_AA,WAG+F+G,0.763
ENSG00000088325_AA,WAG+F+G,1.396
ENSG00000075426_AA,FLU+F,0.167
ENSG00000106004_AA,FLU+F,0.109
ENSG00000196865_AA,LG+F,0.950
ENSG00000203797_AA,FLU+F,1.668
ENSG00000151332_AA,LG+F+G,0.972
ENSG00000116584_AA,JTT+F+G,0.557
ENSG00000082126_AA,FLU+F+G,1.211
ENSG00000146285_AA,WAG+F,1.137
ENSG00000140044_AA,LG+F,0.169
ENSG00000178033_AA,FLU+F+G,1.239
ENSG00000119242_AA,FLU+F,0.886
ENSG00000174132_AA,FLU+F,1.147
ENSG00000163382_AA,JTT+F+G,1.028
ENSG00000134398_AA,JTT+F+G,1.348
ENSG00000186862_AA,Poisson+F+G,0.792
ENSG00000105732_AA,Poisson+F,0.354
ENSG00000139629_AA,JTT+F+G,0.908
ENSG00000015676_AA,LG+F,0.702
ENSG00000150540_AA,FLU+F+G,1.416
ENSG00000095574_AA,FLU+F+G,0.203
ENSG00000184371_AA,FLU+F+G,2.943
ENSG00000244005_AA,WAG+F+G,0.596
ENSG00000130349_AA,JTT+F,1.763
ENSG00000188487_AA,JTT+F+G,0.519
ENSG00000158941_AA,Poisson+F+G,0.637
ENSG00000143125_AA,FLU+F,1.666
ENSG00000086200_AA,FLU+F+G,0.275
ENSG00000121075_AA,FLU+F+G,0.411
ENSG00000068615_AA,LG+F,0.291
ENSG00000121060_AA,FLU+F+G,2.603
ENSG00000175893_AA,FLU+F,0.181
ENSG00000107551_AA,FLU+F,0.948
ENSG00000007545_AA,FLU+F,0.949
ENSG00000131013_AA,FLU+F,0.232
ENSG00000164619_AA,LG+F+G,0.572
ENSG00000103710_AA,WAG+F+G,0.644
ENSG00000135847_AA,JTT+F,0.802
ENSG00000019144_AA,JTT+F+G,0.480
ENSG00000171320_AA,LG+F,1.787
ENSG00000153487_AA,JTT+F,0.810
ENSG00000138131_AA,LG+F+G,1.055
ENSG00000102805_AA,JTT+F,1.101
ENSG00000184209_AA,FLU+F,0.580
ENSG00000138061_AA,LG+F+G,1.390
ENSG00000146085_AA,JTT+F,0.411
ENSG00000132622_AA,Poisson+F,0.354
ENSG00000156127_AA,FLU+F+G,0.308
ENSG00000136451_AA,LG+F,0.174
ENSG00000114742_AA,JTT+F,0.052
ENSG00000167491_AA,Poisson+F+G,0.759
ENSG00000072415_AA,WAG+F+G,0.222
ENSG00000123700_AA,JTT+F,0.075
ENSG00000119946_AA,LG+F+G,0.441
ENSG00000047457_AA,LG+F,1.333
ENSG00000146830_AA,LG+F,0.391
ENSG00000109323_AA,LG+F+G,2.069
ENSG00000128609_AA,JTT+F+G,1.720
ENSG00000172179_AA,FLU+F,2.090
ENSG00000137656_AA,LG+F+G,1.802
ENSG00000198799_AA,WAG+F+G,0.758
ENSG00000121104_AA,LG+F+G,0.647
ENSG00000100142_AA,Poisson+F,0.308
ENSG00000104907_AA,FLU+F+G,1.167
ENSG00000197548_AA,LG+F,0.485
ENSG00000101115_AA,WAG+F,1.187
ENSG00000122566_AA,JTT+F+G,0.278
ENSG00000167910_AA,Poisson+F,1.089
ENSG00000140694_AA,FLU+F,0.596
ENSG00000168490_AA,FLU+F,0.048
ENSG00000141560_AA,FLU+F+G,1.462
ENSG00000179134_AA,Poisson+F,0.221
ENSG00000167123_AA,WAG+F+G,0.946
ENSG00000114904_AA,Poisson+F+G,1.581
ENSG00000183742_AA,FLU+F,1.526
ENSG00000153046_AA,JTT+F+G,0.563
ENSG00000160691_AA,FLU+F+G,0.603
ENSG00000167136_AA,WAG+F+G,0.730
ENSG00000118526_AA,FLU+F+G,0.204
ENSG00000170571_AA,WAG+F+G,2.435
ENSG00000242372_AA,Poisson+F+G,0.155
ENSG00000144401_AA,JTT+F+G,0.909
ENSG00000163781_AA,FLU+F,1.088
ENSG00000181472_AA,Poisson+F+G,0.327
ENSG00000116741_AA,Poisson+F+G,0.499
ENSG00000135916_AA,WAG+F+G,1.072
ENSG00000100139_AA,LG+F+G,1.327
ENSG00000102886_AA,LG+F+G,1.661
ENSG00000172901_AA,LG+F+G,1.773
ENSG00000123500_AA,WAG+F,1.205
ENSG00000055211_AA,JTT+F+G,1.570
ENSG00000197798_AA,Poisson+F+G,0.286
ENSG00000144034_AA,WAG+F,1.077
ENSG00000156869_AA,JTT+F+G,1.943
