name,model,tree_length
1NLU_A,Poisson+F,14.618
1DJ0_A,LG+F+G,83.246
1PMA_B,JTT+F,83.412
1H19_A,FLU+F,94.938
1UQR_A,WAG+F+G,78.431
1IG8_A,FLU+F,79.373
1ALD_A,LG+F+G,64.503
1LCB_A,Poisson+F+G,63.931
1EYP_A,LG+F+G,68.951
1J79_A,Poisson+F,52.710
1AGY_A,JTT+F+G,110.259
1QLH_A,Poisson+F,40.660
1B9H_A,FLU+F+G,139.243
1O9I_A,JTT+F+G,75.270
1BOU_B,Poisson+F,54.992
1KZH_A,LG+F+G,84.097
1NVM_A,WAG+F+G,59.903
1BVZ_A,FLU+F,101.596
1HFS_A,JTT+F+G,1.389
1VR7_A,FLU+F+G,169.274
1DIZ_A,WAG+F,43.664
1HKA_A,Poisson+F+G,79.422
1K30_A,WAG+F,23.114
1QRR_A,LG+F,62.274
1B5T_A,FLU+F+G,85.438
1CG2_A,LG+F,92.982
2THI_A,FLU+F+G,8.911
1PFQ_A,JTT+F+G,106.656
1CD5_A,LG+F,48.583
1GSA_A,LG+F,60.485
1AMY_A,WAG+F+G,70.782
1GP1_A,JTT+F+G,83.311
1BHG_A,FLU+F+G,128.482
1JKM_A,Poisson+F,93.795
1GP5_A,Poisson+F,65.619
1FIQ_C,WAG+F+G,6.011
1TYF_A,WAG+F,45.463
1ESC_A,Poisson+F,56.334
1YBQ_A,Poisson+F+G,87.928
1CB8_A,JTT+F+G,51.436
1BBS_A,Poisson+F+G,54.481
1FF3_A,FLU+F+G,74.005
1LJL_A,Poisson+F+G,88.953
1PMI_A,LG+F+G,109.207
1J00_A,Poisson+F+G,67.154
1B6T_A,LG+F+G,96.501
1M21_A,Poisson+F,78.112
1UAM_A,Poisson+F+G,77.520
1ROZ_A,WAG+F,56.340
2NLR_A,Poisson+F,57.890
1DIO_A,Poisson+F+G,20.078
1G79_A,LG+F+G,92.541
1MQW_A,FLU+F,83.688
1WGI_A,Poisson+F,53.156
2DLN_A,JTT+F,62.394
1AQ2_A,Poisson+F,47.728
1BT1_A,WAG+F,17.538
1BJO_A,Poisson+F+G,63.019
1J2U_A,WAG+F,104.757
1AKO_A,WAG+F+G,71.391
1PJB_A,FLU+F,59.978
1IVH_A,FLU+F,47.063
1O9I_A,FLU+F,60.361
1E6E_A,WAG+F,71.465
4MDH_A,FLU+F,52.831
1TRK_B,WAG+F,56.294
1XA8_A,FLU+F+G,53.733
1M21_A,LG+F+G,105.109
1OYG_A,WAG+F+G,23.510
1JS4_A,WAG+F+G,126.721
1PNL_B,Poisson+F,5.593
1A6D_A,FLU+F+G,122.431
1IDJ_A,JTT+F,74.421
1ORD_A,Poisson+F+G,66.876
2PTH_A,FLU+F,71.330
1JOA_A,FLU+F,80.063
1I1I_P,Poisson+F,69.809
1B5T_A,WAG+F,58.499
1AZY_A,FLU+F,68.372
1QLH_A,JTT+F,42.446
1BH2_A,WAG+F+G,74.577
1M54_A,Poisson+F,18.725
1DIN_A,FLU+F,95.340
1EB6_A,JTT+F,11.361
3PCA_M,FLU+F+G,75.376
1GDH_A,FLU+F,77.931
1QGX_A,JTT+F,87.384
13PK_A,LG+F+G,72.850
1ABR_A,WAG+F,25.622
1QF6_A,JTT+F+G,69.229
1QJE_A,FLU+F,40.256
1IDJ_A,LG+F+G,89.822
3CSM_A,WAG+F,69.503
1CEV_A,FLU+F+G,129.001
1M53_A,Poisson+F+G,84.714
1K4L_A,JTT+F+G,71.192
1HFE_L,LG+F,28.832
1QV0_A,WAG+F+G,1.851
1DLI_A,LG+F+G,86.388
1PMA_B,Poisson+F,75.476
1ALD_A,Poisson+F,46.021
1BS9_A,JTT+F+G,53.317
1GE7_A,JTT+F+G,30.091
1BOU_B,JTT+F,59.540
1CG2_A,JTT+F+G,109.756
1C0K_A,Poisson+F,95.326
1B73_A,LG+F+G,109.089
1CDG_A,LG+F+G,81.630
1EG7_A,LG+F,52.700
1DCO_A,WAG+F,60.545
1NBF_A,JTT+F+G,3.563
1CBG_A,FLU+F+G,136.684
1B8F_A,LG+F+G,84.011
1APX_A,WAG+F,33.768
1TLP_E,LG+F+G,16.866
1B2M_A,LG+F,15.996
1NN4_A,JTT+F,71.092
1DHF_A,Poisson+F+G,107.009
1OJ4_A,Poisson+F+G,71.704
1PYM_A,FLU+F,83.594
1NF9_A,JTT+F,76.510
1DUP_A,WAG+F+G,55.001
1OH9_A,FLU+F+G,135.878
1E2A_A,Poisson+F,83.610
1CHM_A,FLU+F+G,79.224
1M54_A,WAG+F+G,34.932
1DVE_A,WAG+F,62.194
2NLR_A,JTT+F+G,85.485
1EX1_A,JTT+F,49.988
1CWY_A,WAG+F+G,94.082
1YBQ_A,JTT+F+G,115.076
1NDH_A,Poisson+F+G,57.671
1ELQ_A,FLU+F,82.790
1DO8_A,WAG+F,51.736
1AJ8_A,WAG+F,62.705
1D7R_A,Poisson+F,75.239
1C0K_A,WAG+F,103.673
1P3D_A,Poisson+F,54.589
1C4Z_A,Poisson+F+G,14.131
1MOQ_A,JTT+F+G,1.864
2SQC_A,FLU+F,79.422
1F6D_A,JTT+F+G,98.573
1PP4_A,FLU+F+G,72.919
1I8D_A,FLU+F+G,144.776
1A26_A,JTT+F+G,14.492
1D0S_A,FLU+F,99.022
1AMY_A,LG+F+G,82.253
1GDH_A,Poisson+F,65.895
1QRR_A,JTT+F,62.145
1I8T_A,Poisson+F+G,63.642
2DW7_A,WAG+F,53.145
1K30_A,JTT+F+G,37.518
1DAA_A,WAG+F,92.586
1NF9_A,WAG+F+G,85.092
1BWZ_A,LG+F+G,69.683
1STD_A,Poisson+F+G,56.319
1PMI_A,JTT+F+G,103.619
1IDT_A,FLU+F,86.063
1R16_A,WAG+F,37.754
2JCW_A,FLU+F,55.957
1B04_A,JTT+F+G,5.181
1NSJ_A,FLU+F,119.930
1UW8_A,WAG+F,64.317
1O98_A,FLU+F,58.166
1B2R_A,Poisson+F,27.209
1F2V_A,WAG+F+G,60.754
1OGO_X,WAG+F,13.254
1EC9_A,WAG+F,45.640
1ITQ_A,WAG+F+G,72.321
1ELQ_A,LG+F,74.721
2ENG_A,JTT+F,41.257
1NBA_A,FLU+F+G,163.151
2PDA_A,LG+F,58.789
1AQ0_A,JTT+F,69.736
1NSJ_A,FLU+F+G,124.044
1ELS_A,WAG+F,46.337
1B9H_A,Poisson+F,89.487
2BBK_L,LG+F+G,2.920
1FDY_A,FLU+F,99.944
1CG2_A,Poisson+F+G,93.182
1CW0_A,LG+F,107.637
1FQ0_A,LG+F+G,81.447
1J7G_A,Poisson+F+G,64.770
1RVV_A,WAG+F,46.862
1H7O_A,LG+F,62.602
1DNP_A,JTT+F,74.041
1PFQ_A,LG+F,76.205
1XQW_A,FLU+F,93.537
1OR8_A,JTT+F+G,95.406
1EH5_A,JTT+F,89.732
1DO6_A,FLU+F+G,91.736
1GCB_A,Poisson+F,74.665
1RO7_A,JTT+F,12.362
1HR6_B,JTT+F,60.715
1QRG_A,Poisson+F+G,87.227
1L9X_A,WAG+F,99.184
1PZ3_A,WAG+F+G,61.243
1QCN_A,WAG+F+G,57.737
1COY_A,JTT+F,69.903
1PMI_A,LG+F,92.024
1PII_A,FLU+F,81.890
1IVH_A,Poisson+F,42.430
1FUI_A,JTT+F+G,59.033
1NVT_A,Poisson+F+G,85.525
1DHP_A,LG+F,59.312
1E2T_A,LG+F+G,94.916
1P4N_A,Poisson+F,33.210
1E7Q_A,LG+F+G,83.772
7ATJ_A,JTT+F,65.004
2NMT_A,WAG+F,67.260
1LDM_A,Poisson+F+G,68.335
2PEC_A,Poisson+F,62.057
1PP4_A,FLU+F,70.427
1BWL_A,JTT+F+G,96.604
1LBU_A,JTT+F+G,98.384
2TPS_A,JTT+F+G,128.260
1ALK_A,WAG+F+G,110.186
1PJ5_A,JTT+F+G,79.113
2PTH_A,Poisson+F+G,62.712
1QAM_A,FLU+F+G,65.113
1EUU_A,JTT+F,79.975
1EC9_A,Poisson+F,44.378
1A26_A,WAG+F,10.195
1EH5_A,WAG+F+G,145.587
1AJ0_A,WAG+F+G,70.063
1EMD_A,Poisson+F+G,53.750
1BYA_A,FLU+F,70.380
3CLA_A,LG+F,94.912
1SLL_A,Poisson+F+G,24.229
2TDT_A,LG+F,47.720
1TLP_E,FLU+F,12.097
1U5U_A,JTT+F+G,6.063
1RA0_A,LG+F+G,83.156
1HR6_B,Poisson+F+G,76.372
1CTN_A,WAG+F,45.023
1ZE1_A,LG+F,115.111
1CL1_A,WAG+F+G,75.851
1GCB_A,WAG+F+G,118.613
1ALD_A,LG+F,48.907
1KYW_A,JTT+F+G,75.972
1CVR_A,Poisson+F+G,1.769
1AUK_A,FLU+F,94.537
1B93_A,JTT+F+G,97.300
1ULA_A,LG+F+G,91.092
1RBL_A,FLU+F+G,36.488
1QUM_A,JTT+F,57.499
1H7X_A,Poisson+F,23.673
1U5U_A,JTT+F,4.354
1FRO_A,JTT+F,62.335
2PFL_A,WAG+F+G,59.714
1HR6_B,FLU+F+G,115.892
1ASY_B,Poisson+F,59.325
1KL7_A,WAG+F,66.748
1PMI_A,WAG+F,88.807
1AF7_A,WAG+F,83.700
2F9Z_C,JTT+F,89.411
1BP2_A,Poisson+F+G,45.106
1STD_A,WAG+F+G,60.646
1MOK_A,Poisson+F+G,7.812
1GOG_A,FLU+F,55.190
1STC_E,FLU+F,60.235
1CG2_A,FLU+F,102.448
1F8R_A,LG+F,71.175
1L8T_A,FLU+F+G,71.005
1DD8_A,JTT+F+G,60.692
1BH2_A,LG+F+G,90.004
1DIN_A,JTT+F+G,81.972
1BFD_A,FLU+F+G,122.340
1GPJ_A,FLU+F+G,180.982
1I6P_A,Poisson+F+G,68.786
1DD8_A,LG+F,45.844
2BKR_A,FLU+F,103.976
1GCU_A,LG+F+G,34.054
1EB6_A,FLU+F+G,17.817
1BU7_A,JTT+F,27.536
1X9H_A,FLU+F+G,59.911
1L8T_A,WAG+F,62.162
2AYH_A,Poisson+F+G,50.351
1EX1_A,Poisson+F,47.285
2THI_A,LG+F+G,7.595
2BMI_A,Poisson+F+G,74.369
1D1Q_A,Poisson+F,81.853
1OJ4_A,LG+F,72.910
1J79_A,WAG+F+G,64.389
1OJ4_A,JTT+F+G,85.326
1MDR_A,WAG+F+G,89.661
1P1X_A,FLU+F,81.215
1R1J_A,JTT+F+G,82.341
1YON_A,LG+F,93.833
1SMN_A,FLU+F,74.798
1DJL_A,FLU+F,1.422
1G79_A,Poisson+F+G,62.699
1OGO_X,JTT+F+G,19.892
1OK4_A,JTT+F,77.713
1HR6_B,LG+F,61.140
1RBL_A,JTT+F,20.526
1G8F_A,WAG+F,59.126
1EEJ_A,FLU+F+G,89.786
1M9C_A,Poisson+F,35.868
1QGX_A,JTT+F+G,96.024
1VNC_A,JTT+F,22.323
1CG6_A,JTT+F+G,78.760
1A16_A,FLU+F,76.279
1XVT_A,WAG+F+G,62.360
1E0C_A,JTT+F,97.130
2NMT_A,Poisson+F,63.631
1CW0_A,WAG+F+G,109.534
1HTI_A,LG+F+G,68.700
1S95_A,WAG+F,16.972
1CZF_A,WAG+F+G,118.362
1YON_A,JTT+F+G,93.031
1FUI_A,Poisson+F+G,55.187
2DW7_A,LG+F+G,77.930
2F9R_A,Poisson+F+G,22.981
1A8S_A,Poisson+F+G,58.462
1XGM_A,Poisson+F,73.696
1G72_A,FLU+F+G,117.606
1SCA_A,LG+F,31.253
1IDT_A,FLU+F+G,97.453
1Z9H_A,JTT+F,43.339
1O98_A,Poisson+F,51.125
1ROZ_A,WAG+F+G,93.977
1SNZ_A,Poisson+F+G,75.696
1D7R_A,JTT+F,82.480
1GOG_A,Poisson+F,42.373
1KAE_A,LG+F+G,92.377
1GCU_A,WAG+F,19.265
1CD5_A,WAG+F+G,62.316
1F8X_A,WAG+F+G,30.250
1CGK_A,JTT+F,54.238
1LDM_A,WAG+F+G,71.005
1K4T_A,Poisson+F,27.896
2TS1_A,JTT+F,2.267
1GUF_A,Poisson+F,76.163
1U3F_A,JTT+F,59.905
1PS9_A,FLU+F+G,75.400
1QZ9_A,FLU+F,72.814
1E2T_A,Poisson+F,85.914
1POW_A,Poisson+F,71.824
1U8V_A,JTT+F,68.606
1GQ8_A,WAG+F,4.969
1Y9M_A,LG+F,103.211
2NLR_A,LG+F+G,88.658
1RDD_A,Poisson+F,55.247
1STC_E,LG+F+G,135.546
1PYL_A,LG+F+G,11.701
1DIO_A,JTT+F,16.560
1HRD_A,LG+F,51.313
1FGH_A,FLU+F+G,70.888
1BXR_B,WAG+F,47.385
1BZY_A,WAG+F+G,139.951
1DII_A,FLU+F+G,110.823
1YCF_A,LG+F,83.158
1KDG_A,FLU+F+G,58.098
1OK4_A,FLU+F+G,95.260
1NN4_A,FLU+F+G,107.148
1P5D_X,LG+F+G,72.698
1SML_A,WAG+F,96.707
1CTT_A,WAG+F+G,94.935
1FF3_A,LG+F+G,65.808
1ITQ_A,JTT+F,65.224
1BF2_A,WAG+F,63.076
3ECA_A,JTT+F,73.640
1E2T_A,JTT+F+G,84.766
1LBU_A,Poisson+F+G,76.928
1EXP_A,WAG+F+G,51.271
1HQC_A,LG+F,55.934
1B6T_A,FLU+F,67.898
1VQ1_A,WAG+F,137.098
1IG8_A,LG+F,73.392
1BZC_A,FLU+F,24.558
1AH7_A,FLU+F+G,9.467
1AJ8_A,LG+F,64.625
1KDG_A,LG+F+G,50.193
1QUM_A,Poisson+F+G,69.111
1F8M_A,LG+F+G,67.631
1UW8_A,WAG+F+G,80.308
1F2V_A,FLU+F,50.965
1JKM_A,FLU+F+G,161.908
1F8R_A,JTT+F+G,120.336
1RO7_A,WAG+F+G,15.807
1AFW_A,Poisson+F,49.510
1MPY_A,Poisson+F,66.909
1DDJ_A,Poisson+F+G,37.823
3PVA_A,WAG+F,99.291
1QMH_A,LG+F+G,123.330
1OYG_A,FLU+F,18.115
1C4Z_A,JTT+F+G,17.264
1KYW_A,LG+F,72.651
1SLL_A,WAG+F+G,28.611
1ORD_A,LG+F,62.509
1AFR_A,FLU+F,57.010
1B7Y_A,JTT+F,7.538
1PJ5_A,LG+F+G,80.599
1AKO_A,JTT+F,60.404
1R4Z_A,Poisson+F+G,11.013
1TDE_A,JTT+F+G,46.602
1NIR_A,FLU+F,29.066
1UAE_A,JTT+F+G,70.974
1GP5_A,LG+F,71.093
1PYL_A,JTT+F,9.382
1E5Q_A,WAG+F,62.782
1I1E_A,LG+F,9.789
2CPU_A,WAG+F,59.557
1Y9M_A,JTT+F,103.029
1E3V_A,LG+F+G,72.107
1GAL_A,WAG+F+G,123.718
1MVN_A,LG+F,75.574
1IPH_A,Poisson+F+G,82.061
5COX_A,JTT+F+G,68.276
1NVT_A,LG+F+G,99.486
3R1R_A,WAG+F,53.499
1YCF_A,Poisson+F+G,74.867
1RPX_A,FLU+F,66.786
2ABK_A,WAG+F,43.426
1FOA_A,WAG+F+G,57.853
1DGK_N,Poisson+F+G,57.364
1CHD_A,WAG+F+G,7.326
1HRD_A,Poisson+F+G,58.908
1EMD_A,WAG+F+G,59.317
1OG1_A,LG+F+G,70.110
1AGY_A,WAG+F,73.014
1ZYM_A,LG+F,2.501
1FHL_A,FLU+F,93.277
1NVM_A,LG+F+G,64.209
1BS9_A,LG+F+G,52.570
1OBA_A,Poisson+F,49.814
1JOF_A,WAG+F,18.854
1AUG_A,WAG+F+G,74.657
1L6P_A,WAG+F,3.789
1EEJ_A,FLU+F,102.416
1PS9_A,JTT+F+G,66.612
1DZR_A,FLU+F,58.400
1BP2_A,Poisson+F,60.176
1DWO_A,JTT+F,71.623
1X7D_A,WAG+F,66.452
1BS0_A,WAG+F+G,78.887
1DII_A,WAG+F,86.568
1LVH_A,WAG+F+G,88.183
1BOL_A,Poisson+F+G,29.843
1LTQ_A,Poisson+F,38.548
1AH7_A,JTT+F+G,7.722
1STC_E,LG+F,55.691
1B65_A,Poisson+F,80.110
1YON_A,Poisson+F+G,101.243
1CW0_A,Poisson+F,95.355
2CPO_A,WAG+F,20.712
1URO_A,LG+F+G,72.141
2CPO_A,Poisson+F,17.894
1E2T_A,FLU+F+G,103.012
1L1L_A,JTT+F,32.412
1PKN_A,LG+F,53.654
1DII_A,JTT+F+G,101.696
1XIK_A,Poisson+F,43.990
1F8M_A,WAG+F,40.974
1UAQ_A,JTT+F,63.023
1KDG_A,JTT+F+G,46.591
1OK4_A,JTT+F+G,83.334
1NN4_A,JTT+F+G,95.474
1RU4_A,LG+F+G,92.135
1A2T_A,WAG+F,8.683
1BVV_A,Poisson+F+G,23.325
1J2U_A,LG+F+G,149.199
1FGH_A,JTT+F+G,64.011
1YVE_I,LG+F+G,81.062
1C4Z_A,FLU+F+G,21.101
1G99_A,Poisson+F+G,61.995
1OH9_A,LG+F+G,107.446
2BIF_A,FLU+F,53.398
1CB8_A,LG+F+G,56.534
1UAM_A,WAG+F,64.253
1QLH_A,LG+F,42.642
1PZ3_A,LG+F,61.875
1SCA_A,Poisson+F,28.080
1JKM_A,JTT+F+G,135.542
1INP_A,WAG+F,43.004
1F8R_A,FLU+F+G,142.904
3CLA_A,WAG+F,91.113
1RU4_A,Poisson+F+G,69.302
1DJL_A,LG+F+G,1.586
1JHF_A,WAG+F,61.081
1BWD_A,Poisson+F+G,120.905
1AUO_A,JTT+F,82.747
1B73_A,LG+F,94.376
1L7Q_A,LG+F+G,153.048
1NDI_A,WAG+F,76.710
1DO8_A,WAG+F+G,113.892
1CZ1_A,JTT+F,89.750
1QAM_A,Poisson+F+G,39.445
5COX_A,FLU+F+G,84.012
2PIA_A,Poisson+F,89.240
2EBN_A,WAG+F,24.828
1P4R_A,LG+F+G,61.429
1BS4_A,LG+F,57.130
1U8V_A,Poisson+F+G,75.366
1URO_A,LG+F,56.226
1CG6_A,JTT+F,68.691
1BWD_A,JTT+F,73.576
1OR8_A,Poisson+F+G,91.611
1TDE_A,FLU+F+G,53.796
1UAE_A,FLU+F+G,86.000
1BZY_A,FLU+F,83.008
1P4N_A,WAG+F,36.339
1LAM_A,Poisson+F,79.500
1GP1_A,WAG+F,69.910
1J09_A,LG+F,74.738
1HR6_B,JTT+F+G,121.473
1B8F_A,Poisson+F,54.833
1CB8_A,JTT+F,42.893
1B93_A,FLU+F+G,117.198
1RBL_A,JTT+F+G,32.658
1OE8_A,Poisson+F+G,84.265
1CD5_A,FLU+F,51.478
1DDJ_A,WAG+F,44.866
1KYW_A,FLU+F+G,85.619
1ESC_A,JTT+F,63.257
1RBL_A,Poisson+F+G,29.904
1MUG_A,LG+F+G,101.892
1U5U_A,FLU+F+G,7.935
1CNS_A,WAG+F,47.330
1U8V_A,Poisson+F,62.953
2CPU_A,LG+F+G,78.103
1U8V_A,LG+F+G,92.192
1EB6_A,JTT+F+G,14.990
1X9H_A,JTT+F+G,47.271
1EVY_A,LG+F+G,119.380
1S3I_A,FLU+F,89.777
1BVV_A,Poisson+F,22.285
1L1R_A,FLU+F,85.731
1DHP_A,LG+F+G,78.266
1SML_A,WAG+F+G,113.510
1LXA_A,Poisson+F,57.569
1L8T_A,JTT+F+G,60.796
1DD8_A,FLU+F+G,68.012
1KDG_A,WAG+F,36.588
1DIN_A,FLU+F+G,97.138
1BFD_A,JTT+F+G,118.959
1GPJ_A,JTT+F+G,152.688
1R4Z_A,WAG+F,9.914
1INP_A,LG+F,45.248
1DHF_A,JTT+F,95.694
1W0H_A,Poisson+F,33.753
1MLA_A,WAG+F,59.962
1NBF_A,JTT+F,1.966
1RA0_A,WAG+F,55.571
1GP5_A,LG+F+G,97.665
1C0K_A,LG+F,109.175
1EEJ_A,JTT+F+G,78.041
1AKO_A,LG+F,60.476
1SOX_A,WAG+F,57.318
1OYG_A,LG+F,16.909
1QGX_A,FLU+F+G,109.965
1CTT_A,WAG+F,81.484
1CG6_A,FLU+F+G,96.457
1HFE_L,WAG+F,28.033
1A16_A,WAG+F+G,65.949
1GPJ_A,JTT+F,99.770
1O98_A,WAG+F+G,55.237
1MOQ_A,Poisson+F+G,1.551
1UW8_A,Poisson+F+G,80.705
1EYP_A,WAG+F+G,62.726
1RVV_A,Poisson+F+G,53.779
1F8M_A,Poisson+F+G,60.177
1I9A_A,LG+F,88.896
1OGO_X,FLU+F+G,22.442
2TDT_A,WAG+F,46.713
1B2M_A,JTT+F,15.916
3PCA_M,WAG+F,54.082
1AUK_A,LG+F+G,114.490
1OJ4_A,FLU+F+G,100.249
1HPL_A,Poisson+F+G,115.167
1IPH_A,FLU+F,66.945
1R1J_A,FLU+F+G,99.077
1APX_A,WAG+F+G,68.130
1IM5_A,Poisson+F,82.251
1FUI_A,WAG+F,47.480
1AQ2_A,WAG+F+G,59.664
1G72_A,JTT+F+G,98.406
1L0O_A,LG+F+G,95.389
1IDT_A,JTT+F+G,79.533
1KDG_A,LG+F,38.422
1ALK_A,FLU+F,93.191
1D8T_A,LG+F,34.492
3CSM_A,WAG+F+G,114.889
1CG6_A,Poisson+F+G,66.011
1MUG_A,JTT+F,63.797
1BWZ_A,FLU+F,65.625
1H2R_L,Poisson+F+G,67.830
1AQL_A,FLU+F,75.100
1YON_A,FLU+F+G,115.096
1ORO_A,WAG+F,59.371
1FUI_A,Poisson+F,45.973
1P4R_A,JTT+F,45.175
1ZIO_A,FLU+F,61.640
1APX_A,LG+F,34.615
1TRK_B,LG+F,57.640
1AFW_A,FLU+F,56.135
1BVV_A,FLU+F,25.591
1UQT_A,FLU+F,83.189
1B04_A,FLU+F+G,6.529
1LCB_A,WAG+F,55.654
1F8R_A,WAG+F,68.604
1DJ0_A,JTT+F,68.095
1PJB_A,LG+F,56.475
1PMI_A,FLU+F+G,125.475
1KC7_A,LG+F,52.339
1VNC_A,LG+F,22.474
1DBF_A,WAG+F,82.184
1IM5_A,WAG+F,88.179
3ECA_A,Poisson+F,68.071
2DHN_A,LG+F,87.414
1FR2_B,WAG+F+G,23.013
1KYW_A,LG+F+G,77.842
1NBA_A,JTT+F+G,132.746
1QF6_A,JTT+F,48.807
1NSJ_A,JTT+F+G,132.498
1QZ9_A,Poisson+F+G,70.545
1QAM_A,WAG+F,44.435
1EZ2_A,Poisson+F,67.514
1RQL_A,WAG+F,80.086
1E6E_A,WAG+F+G,121.520
2ENG_A,Poisson+F,37.604
1BWD_A,LG+F+G,98.545
1BOL_A,FLU+F,35.058
1KCZ_A,FLU+F,46.990
1FUI_A,FLU+F+G,64.278
1BFD_A,Poisson+F,76.161
1KFU_L,LG+F,39.528
1BWL_A,FLU+F+G,115.356
1E2T_A,WAG+F,92.069
1VID_A,WAG+F+G,52.810
1X9H_A,Poisson+F,37.264
1DO6_A,JTT+F+G,83.828
1ECF_A,LG+F+G,80.270
1TYF_A,Poisson+F,44.282
1M53_A,WAG+F+G,101.067
1C0K_A,WAG+F+G,113.985
1UN1_A,Poisson+F,55.311
1R6W_A,JTT+F,74.130
1NSP_A,FLU+F,53.471
1L0O_A,LG+F,75.374
1HRK_A,LG+F+G,120.091
1PZ3_A,JTT+F,61.932
1OR8_A,FLU+F+G,123.482
1PA9_A,FLU+F,7.621
1WGI_A,WAG+F+G,73.087
1XVT_A,Poisson+F+G,58.826
1AVQ_A,WAG+F,32.741
1LBU_A,Poisson+F,56.593
1KL7_A,Poisson+F+G,72.057
1AT1_A,LG+F,63.352
1LVH_A,WAG+F,86.559
1EUG_A,LG+F+G,60.002
1HTI_A,WAG+F+G,60.060
1GDH_A,LG+F,71.376
1BS4_A,WAG+F+G,54.922
1EZ2_A,LG+F+G,91.764
1RVV_A,WAG+F+G,56.423
1B04_A,LG+F+G,5.247
13PK_A,JTT+F,55.020
1QAM_A,JTT+F+G,52.668
1S95_A,WAG+F+G,30.356
3R1R_A,Poisson+F+G,83.803
1DE6_A,WAG+F+G,60.795
1CHM_A,Poisson+F,37.033
1MOQ_A,Poisson+F,1.181
2F61_A,JTT+F,87.408
1JMS_A,LG+F+G,26.259
1QFM_A,WAG+F,70.378
1LBU_A,FLU+F+G,114.021
2TPS_A,FLU+F+G,141.118
1PJ5_A,FLU+F+G,90.461
2F61_A,LG+F,87.926
1CEV_A,JTT+F+G,96.671
1QH5_A,Poisson+F,68.575
1AK0_A,WAG+F+G,121.963
1K4L_A,FLU+F+G,99.522
1EI5_A,WAG+F+G,45.576
1DL5_A,WAG+F+G,46.937
1JMS_A,Poisson+F,15.596
3PCA_M,JTT+F+G,71.897
1CNS_A,LG+F+G,72.391
1MBB_A,FLU+F,81.203
1O9I_A,LG+F,56.429
1SZD_A,Poisson+F+G,39.138
1QF6_A,FLU+F+G,79.845
1B2R_A,LG+F+G,57.396
2PDA_A,WAG+F+G,65.117
1AMY_A,JTT+F,49.413
1A6D_A,JTT+F+G,101.939
1YVE_I,JTT+F,28.582
1NBF_A,LG+F,1.974
1PUD_A,Poisson+F,46.350
1LJL_A,LG+F+G,99.912
1ELQ_A,Poisson+F,65.348
1ECF_A,FLU+F,51.970
1I6P_A,LG+F,69.854
1MUD_A,WAG+F,2.209
1PUD_A,LG+F+G,71.090
1IDT_A,LG+F+G,77.654
1RDD_A,FLU+F,63.975
1YBQ_A,LG+F,102.201
1NBF_A,FLU+F+G,5.849
1FO6_A,WAG+F,67.200
1CBG_A,JTT+F+G,124.563
1HFS_A,WAG+F,1.001
1FQ0_A,JTT+F,67.627
1AGY_A,LG+F,76.256
1I1I_P,WAG+F,74.333
1BS9_A,FLU+F+G,57.006
1GE7_A,FLU+F+G,35.105
1INP_A,WAG+F+G,56.833
1KCZ_A,Poisson+F,39.233
1CG2_A,FLU+F+G,139.350
1WGI_A,JTT+F,57.283
1QBA_A,Poisson+F,88.193
1FR2_B,LG+F+G,24.522
1RA0_A,Poisson+F+G,73.653
1ROZ_A,LG+F,57.838
1AX4_A,JTT+F,64.552
1DIN_A,Poisson+F+G,75.522
1CHM_A,JTT+F+G,62.927
2NLR_A,FLU+F+G,99.143
1BZY_A,LG+F,74.640
1YBQ_A,FLU+F+G,130.971
1OH9_A,JTT+F+G,104.494
1CZ1_A,LG+F,89.893
1AGM_A,LG+F+G,100.180
1A8H_A,WAG+F,37.558
1A2T_A,Poisson+F,7.451
2ACY_A,Poisson+F,74.631
1H7X_A,Poisson+F+G,37.120
2BBK_L,LG+F,2.159
1RU4_A,FLU+F,65.434
1EXP_A,WAG+F,39.938
1E0C_A,LG+F,97.127
1A65_A,Poisson+F+G,75.281
1OFG_A,LG+F,87.978
1K30_A,FLU+F+G,48.645
1NIR_A,Poisson+F+G,44.577
1AF7_A,Poisson+F,78.876
1MQW_A,Poisson+F,69.271
1AGY_A,Poisson+F,67.880
1POW_A,Poisson+F+G,85.701
1CF2_O,WAG+F,65.038
1AQL_A,LG+F+G,92.934
1B2R_A,JTT+F,30.918
1PP4_A,JTT+F+G,67.928
1I8D_A,JTT+F+G,123.693
1A26_A,FLU+F+G,18.614
1J00_A,WAG+F,76.070
1M53_A,Poisson+F,71.498
1AUO_A,Poisson+F,75.733
1DUB_A,WAG+F,58.981
1XTC_A,FLU+F,9.228
1M9C_A,Poisson+F+G,81.755
1PNL_B,WAG+F,6.466
1FR8_A,WAG+F+G,64.455
1BWZ_A,Poisson+F+G,58.621
1MOQ_A,FLU+F+G,2.245
1F6D_A,FLU+F+G,101.072
1KSJ_A,WAG+F,49.725
1A8S_A,LG+F+G,64.250
1NSF_A,FLU+F,5.934
1HFS_A,FLU+F+G,1.601
1VR7_A,JTT+F+G,136.626
1OAC_A,JTT+F,77.319
1F7U_A,JTT+F,76.871
1AGY_A,FLU+F+G,94.989
1B9H_A,JTT+F+G,129.701
1O9I_A,FLU+F+G,88.380
1NDH_A,WAG+F+G,72.092
1YON_A,JTT+F,93.971
1MDR_A,Poisson+F+G,76.548
1BWP_A,Poisson+F,70.543
1BU7_A,WAG+F+G,53.056
1MHT_A,LG+F,94.770
